Order_ID,Order_Date,Year,Quarter,Month,Month_Name,Year_Month,Customer_ID,Customer_Name,Customer_Segment,Customer_Since,Customer_Tenure_Days,Customer_Tenure_Years,City,State,Region,Product_ID,Product_Name,Category,Subcategory,Brand,Sales_Channel,Quantity,Unit_Price,Discount,Discount_Percent,Discount_Amount,Discount_Per_Unit,Unit_Cost,Gross_Sales,Revenue,Revenue_Per_Unit,COGS,Gross_Profit,Profit_Per_Unit,Gross_Margin,Day_Name
ORD03840,2025-07-14,2025,Q3,7,July,2025-07,CUS0958,Chaitaly Sethi,Corporate,2022-02-19,1241,3.397672826830938,Vadodara,Gujarat,West,PROD002,Mechanical Keyboard,Electronics,Computer Accessories,NovaTech,Online,10,2904.8,0.1,10,2904.8,290.48,1742.88,29048.0,26143.2,2614.32,17428.8,8714.4,871.4399999999999,0.3333333333333333,Monday
ORD03841,2025-04-05,2025,Q2,4,April,2025-04,CUS1000,Shravya Ravel,Corporate,2024-09-07,210,0.5749486652977412,Chennai,Tamil Nadu,South,PROD007,Wireless Earbuds,Electronics,Audio,SoundMax,Online,5,3574.31,0.15,15,2680.73,536.146,2144.59,17871.55,15190.82,3038.164,10722.95,4467.87,893.574,0.2941164466434333,Saturday
ORD03842,2025-08-08,2025,Q3,8,August,2025-08,CUS0259,Ucchal Mittal,Consumer,2024-06-22,412,1.127994524298426,New Delhi,Delhi,North,PROD020,Office Storage Box,Furniture,Storage,OrganizeIt,Online,1,1144.61,0.0,0,0.0,0.0,686.77,1144.61,1144.61,1144.61,686.77,457.84,457.84,0.3999965053599043,Friday
ORD03843,2025-02-02,2025,Q1,2,February,2025-02,CUS0918,Girish Bath,Corporate,2021-01-31,1463,4.005475701574264,Delhi,Delhi,North,PROD023,Notebook,Office Supplies,Writing & Paper,PaperPlus,Online,11,172.33,0.2,20,379.13,34.46636363636364,89.61,1895.63,1516.5,137.8636363636364,985.71,530.79,48.25363636363636,0.3500098911968348,Sunday
ORD03844,2024-07-29,2024,Q3,7,July,2024-07,CUS0795,Oliver Chakrabarti,Small Business,2023-11-10,262,0.7173169062286106,New Delhi,Delhi,North,PROD015,Folding Table,Furniture,Office Furniture,HomeSpace,Online,8,4297.72,0.05,5,1719.09,214.88625,2750.54,34381.76,32662.67,4082.83375,22004.32,10658.35,1332.29375,0.3263159441650055,Monday
ORD03845,2023-09-21,2023,Q3,9,September,2023-09,CUS0317,Ekbal Ranganathan,Consumer,2021-05-12,862,2.360027378507871,New Delhi,Delhi,North,PROD005,Webcam,Electronics,Computer Accessories,ViewPro,Online,3,2615.31,0.05,5,392.3,130.7666666666667,1621.49,7845.93,7453.63,2484.543333333334,4864.47,2589.16,863.0533333333333,0.3473690000711063,Thursday
ORD03846,2025-04-12,2025,Q2,4,April,2025-04,CUS0019,Veer Balay,Consumer,2023-09-08,582,1.593429158110883,Ahmedabad,Gujarat,West,PROD011,Ergonomic Office Chair,Furniture,Office Furniture,WorkPro,Online,2,7465.28,0.05,5,746.53,373.265,4852.43,14930.56,14184.03,7092.015,9704.86,4479.17,2239.585,0.3157896592153288,Saturday
ORD03847,2023-11-13,2023,Q4,11,November,2023-11,CUS0796,Advay Lanka,Small Business,2022-10-14,395,1.08145106091718,Kolkata,West Bengal,East,PROD048,Cricket Bat,Sports & Fitness,Sports Accessories,SportMax,Store,3,2963.09,0.05,5,444.46,148.1533333333333,1866.75,8889.27,8444.81,2814.936666666666,5600.25,2844.56,948.1866666666666,0.3368412077950836,Monday
ORD03848,2025-12-24,2025,Q4,12,December,2025-12,CUS0800,Kritika Panchal,Small Business,2025-08-24,122,0.3340177960301163,Durgapur,West Bengal,East,PROD030,Calculator,Office Supplies,Desk Supplies,CalcPro,Online,4,653.43,0.05,5,130.69,32.6725,392.06,2613.72,2483.03,620.7575,1568.24,914.79,228.6975,0.3684168133288764,Wednesday
ORD03849,2024-01-19,2024,Q1,1,January,2024-01,CUS0943,Januja Bhagat,Corporate,2022-11-24,421,1.152635181382615,Vadodara,Gujarat,West,PROD050,Sports Backpack,Sports & Fitness,Sports Accessories,ActiveLife,Store,8,1492.64,0.2,20,2388.22,298.5275,835.88,11941.12,9552.9,1194.1125,6687.04,2865.86,358.2325,0.2999989531974584,Friday
ORD03850,2025-12-08,2025,Q4,12,December,2025-12,CUS0617,Balhaar Parsa,Small Business,2025-07-27,134,0.3668720054757016,Surat,Gujarat,West,PROD015,Folding Table,Furniture,Office Furniture,HomeSpace,Online,7,4386.18,0.0,0,0.0,0.0,2807.16,30703.26,30703.26,4386.179999999999,19650.12,11053.14,1579.02,0.3599989056536668,Monday
ORD03851,2024-04-10,2024,Q2,4,April,2024-04,CUS0294,Jason Roy,Consumer,2024-01-04,97,0.2655715263518138,Warangal,Telangana,South,PROD009,Portable Speaker,Electronics,Audio,AudioWave,Store,3,4640.89,0.05,5,696.13,232.0433333333333,2738.13,13922.67,13226.54,4408.846666666667,8214.39,5012.15,1670.716666666666,0.378946421361898,Wednesday
ORD03852,2025-11-22,2025,Q4,11,November,2025-11,CUS0557,Yatan Tata,Consumer,2025-09-07,76,0.2080766598220397,Mysuru,Karnataka,South,PROD033,Air Fryer,Home & Lifestyle,Kitchen,HomeEase,Store,3,6809.43,0.1,10,2042.83,680.9433333333333,4562.32,20428.29,18385.46,6128.486666666667,13686.96,4698.5,1566.166666666667,0.2555552050370238,Saturday
ORD03853,2023-11-01,2023,Q4,11,November,2023-11,CUS0144,Ishwar Gade,Consumer,2023-08-25,68,0.1861738535249829,Warangal,Telangana,South,PROD046,Running Shoes,Sports & Fitness,Sports Accessories,SportMax,Online,1,3326.55,0.05,5,166.33,166.33,2128.99,3326.55,3160.22,3160.22,2128.99,1031.23,1031.23,0.3263158894001051,Wednesday
ORD03854,2025-03-27,2025,Q1,3,March,2025-03,CUS0493,Anjali Hans,Consumer,2021-12-16,1197,3.277207392197125,Siliguri,West Bengal,East,PROD001,Wireless Mouse,Electronics,Computer Accessories,NovaTech,Store,1,917.86,0.1,10,91.79,91.79,532.36,917.86,826.07,826.07,532.36,293.71,293.71,0.3555509823622695,Thursday
ORD03855,2025-10-20,2025,Q4,10,October,2025-10,CUS0250,Sai Deo,Consumer,2025-08-03,78,0.2135523613963039,Mangaluru,Karnataka,South,PROD027,Stapler,Office Supplies,Desk Supplies,WriteWell,Store,3,287.02,0.1,10,86.11,28.70333333333333,149.25,861.06,774.95,258.3166666666667,447.75,327.2,109.0666666666667,0.4222207884379637,Monday
ORD03856,2023-05-25,2023,Q2,5,May,2023-05,CUS0891,Hemangini Muni,Corporate,2022-02-05,474,1.297741273100616,Mumbai,Maharashtra,West,PROD036,Table Lamp,Home & Lifestyle,Home Essentials,HomeEase,Store,12,1244.49,0.1,10,1493.39,124.4491666666667,696.91,14933.88,13440.49,1120.040833333333,8362.92,5077.57,423.1308333333333,0.3777816136167654,Thursday
ORD03857,2025-10-12,2025,Q4,10,October,2025-10,CUS0371,Abdul Buch,Consumer,2021-03-01,1686,4.616016427104722,Delhi,Delhi,North,PROD019,Drawer Unit,Furniture,Storage,HomeSpace,Online,1,4124.61,0.0,0,0.0,0.0,2681.0,4124.61,4124.61,4124.61,2681.0,1443.61,1443.61,0.3499991514349235,Sunday
ORD03858,2025-06-09,2025,Q2,6,June,2025-06,CUS0547,Alexander Kakar,Consumer,2022-08-14,1030,2.819986310746065,Durgapur,West Bengal,East,PROD021,Ballpoint Pen Pack,Office Supplies,Writing & Paper,WriteWell,Online,3,238.33,0.1,10,71.5,23.83333333333333,114.4,714.99,643.49,214.4966666666667,343.2,300.29,100.0966666666667,0.4666583785295809,Monday
ORD03859,2023-10-05,2023,Q4,10,October,2023-10,CUS0848,Dalbir Krish,Small Business,2021-04-13,905,2.477754962354552,Lucknow,Uttar Pradesh,North,PROD042,Dumbbell Set,Sports & Fitness,Fitness Equipment,ActiveLife,Online,7,2571.48,0.1,10,1800.04,257.1485714285714,1594.32,18000.36,16200.32,2314.331428571429,11160.24,5040.08,720.0114285714286,0.3111099040018963,Thursday
ORD03860,2025-04-12,2025,Q2,4,April,2025-04,CUS0505,Theodore Deol,Consumer,2025-01-25,77,0.2108145106091718,New Delhi,Delhi,North,PROD032,Coffee Maker,Home & Lifestyle,Kitchen,HomeEase,Online,1,4594.24,0.05,5,229.71,229.71,2986.26,4594.24,4364.53,4364.53,2986.26,1378.27,1378.27,0.3157888707375135,Saturday
ORD03861,2025-09-19,2025,Q3,9,September,2025-09,CUS0095,Garima Bala,Consumer,2021-12-25,1364,3.734428473648186,Mumbai,Maharashtra,West,PROD016,Bookshelf,Furniture,Storage,HomeSpace,Online,1,5839.28,0.0,0,0.0,0.0,3853.92,5839.28,5839.28,5839.28,3853.92,1985.36,1985.36,0.340000822019153,Friday
ORD03862,2025-05-22,2025,Q2,5,May,2025-05,CUS0998,Chatura Gokhale,Corporate,2023-02-22,820,2.245037645448323,Warangal,Telangana,South,PROD044,Fitness Tracker,Sports & Fitness,Fitness Equipment,FitTech,Store,8,3904.41,0.05,5,1561.76,195.22,2381.69,31235.28,29673.52,3709.19,19053.52,10620.0,1327.5,0.3578948503581644,Thursday
ORD03863,2024-05-10,2024,Q2,5,May,2024-05,CUS0213,Tanmayi Dhillon,Consumer,2024-04-06,34,0.09308692676249145,Durgapur,West Bengal,East,PROD043,Resistance Bands,Sports & Fitness,Fitness Equipment,ActiveLife,Store,3,838.32,0.1,10,251.5,83.83333333333333,444.31,2514.96,2263.46,754.4866666666667,1332.93,930.53,310.1766666666667,0.4111095402613698,Friday
ORD03864,2023-01-30,2023,Q1,1,January,2023-01,CUS0851,Jatin Balasubramanian,Corporate,2023-01-22,8,0.02190280629705681,Nagpur,Maharashtra,West,PROD047,Football,Sports & Fitness,Sports Accessories,SportMax,Store,15,866.85,0.15,15,1950.41,130.0273333333333,494.1,13002.75,11052.34,736.8226666666667,7411.5,3640.84,242.7226666666667,0.3294180236945299,Monday
ORD03865,2025-12-22,2025,Q4,12,December,2025-12,CUS0145,Atharv Muni,Consumer,2025-11-24,28,0.07665982203969883,Madurai,Tamil Nadu,South,PROD016,Bookshelf,Furniture,Storage,HomeSpace,Online,3,6261.15,0.05,5,939.17,313.0566666666667,4132.36,18783.45,17844.28,5948.093333333333,12397.08,5447.2,1815.733333333333,0.3052630871069049,Monday
ORD03866,2024-06-23,2024,Q2,6,June,2024-06,CUS0824,Warinder Soni,Small Business,2023-07-18,341,0.9336071184120466,Kolkata,West Bengal,East,PROD022,Gel Pen Pack,Office Supplies,Writing & Paper,WriteWell,Store,7,297.92,0.0,0,0.0,0.0,145.98,2085.44,2085.44,297.92,1021.86,1063.58,151.94,0.5100026852846401,Sunday
ORD03867,2024-03-19,2024,Q1,3,March,2024-03,CUS0991,Vidhi Bassi,Corporate,2023-07-10,253,0.6926762491444216,Kanpur,Uttar Pradesh,North,PROD038,LED Light Strip,Home & Lifestyle,Home Essentials,LightPro,Store,4,950.67,0.15,15,570.4,142.6,522.87,3802.68,3232.28,808.07,2091.48,1140.8,285.2,0.3529397205687625,Tuesday
ORD03868,2024-10-13,2024,Q4,10,October,2024-10,CUS0914,Harrison Kunda,Corporate,2022-12-20,663,1.815195071868583,Durgapur,West Bengal,East,PROD025,Copy Paper Ream,Office Supplies,Writing & Paper,PaperPlus,Online,6,459.49,0.2,20,551.39,91.89833333333333,284.88,2756.94,2205.55,367.5916666666667,1709.28,496.27,82.71166666666666,0.2250096347849742,Sunday
ORD03869,2024-10-08,2024,Q4,10,October,2024-10,CUS0384,Gaurangi Deol,Consumer,2021-05-18,1239,3.392197125256673,Surat,Gujarat,West,PROD010,Soundbar,Electronics,Audio,AudioWave,Online,1,9144.43,0.1,10,914.44,914.44,5852.44,9144.43,8229.99,8229.99,5852.44,2377.55,2377.55,0.2888885648706742,Tuesday
ORD03870,2024-02-07,2024,Q1,2,February,2024-02,CUS0937,Neha Keer,Corporate,2021-09-02,888,2.431211498973306,Mysuru,Karnataka,South,PROD023,Notebook,Office Supplies,Writing & Paper,PaperPlus,Online,3,179.82,0.05,5,26.97,8.99,93.51,539.46,512.49,170.83,280.53,231.96,77.32000000000001,0.4526137095357958,Wednesday
ORD03871,2024-04-07,2024,Q2,4,April,2024-04,CUS0847,Ayush Ghose,Small Business,2022-08-22,594,1.626283367556468,Noida,Uttar Pradesh,North,PROD027,Stapler,Office Supplies,Desk Supplies,WriteWell,Store,2,295.49,0.15,15,88.65,44.325,153.65,590.98,502.33,251.165,307.3,195.03,97.515,0.3882507514980192,Sunday
ORD03872,2023-07-04,2023,Q3,7,July,2023-07,CUS0657,Pavani Chaudry,Small Business,2023-02-09,145,0.3969883641341547,Surat,Gujarat,West,PROD002,Mechanical Keyboard,Electronics,Computer Accessories,NovaTech,Online,3,2753.39,0.0,0,0.0,0.0,1652.03,8260.17,8260.17,2753.39,4956.09,3304.08,1101.36,0.4000014527546043,Tuesday
ORD03873,2024-07-19,2024,Q3,7,July,2024-07,CUS0803,Chaitaly Bahri,Small Business,2023-09-18,305,0.8350444900752909,Ahmedabad,Gujarat,West,PROD030,Calculator,Office Supplies,Desk Supplies,CalcPro,Online,8,620.12,0.05,5,248.05,31.00625,372.07,4960.96,4712.91,589.11375,2976.56,1736.35,217.04375,0.3684241795408781,Friday
ORD03874,2025-07-07,2025,Q3,7,July,2025-07,CUS0886,Vrishti Chakrabarti,Corporate,2022-02-07,1246,3.411362080766598,Chennai,Tamil Nadu,South,PROD038,LED Light Strip,Home & Lifestyle,Home Essentials,LightPro,Store,14,981.05,0.15,15,2060.2,147.1571428571428,539.58,13734.7,11674.5,833.8928571428571,7554.12,4120.38,294.3128571428571,0.3529384556083772,Monday
ORD03875,2024-08-17,2024,Q3,8,August,2024-08,CUS0488,Baljiwan Gill,Consumer,2024-07-22,26,0.07118412046543464,Nagpur,Maharashtra,West,PROD048,Cricket Bat,Sports & Fitness,Sports Accessories,SportMax,Store,3,2998.01,0.0,0,0.0,0.0,1888.75,8994.03,8994.03,2998.01,5666.25,3327.78,1109.26,0.3699987658480125,Saturday
ORD03876,2023-05-15,2023,Q2,5,May,2023-05,CUS0678,Priya Jain,Small Business,2022-02-14,455,1.245722108145106,Pune,Maharashtra,West,PROD045,Exercise Bike,Sports & Fitness,Fitness Equipment,FitTech,Store,7,24538.03,0.05,5,8588.31,1226.901428571429,17667.38,171766.21,163177.9,23311.12857142857,123671.66,39506.24,5643.748571428571,0.2421053341169362,Monday
ORD03877,2025-10-03,2025,Q4,10,October,2025-10,CUS0968,Samar Bali,Corporate,2024-01-20,622,1.702943189596167,Warangal,Telangana,South,PROD026,Desk Organizer,Office Supplies,Desk Supplies,OrganizeIt,Store,2,478.81,0.2,20,191.52,95.76,263.35,957.62,766.1,383.05,526.7,239.4,119.7,0.3124918417961102,Friday
ORD03878,2024-11-15,2024,Q4,11,November,2024-11,CUS0122,Bhavika Keer,Consumer,2023-04-25,570,1.560574948665298,Lucknow,Uttar Pradesh,North,PROD029,Scissors,Office Supplies,Desk Supplies,WriteWell,Online,2,187.54,0.1,10,37.51,18.755,101.27,375.08,337.57,168.785,202.54,135.03,67.515,0.4000059246970999,Friday
ORD03879,2023-12-07,2023,Q4,12,December,2023-12,CUS0938,Sachi Sem,Corporate,2021-10-01,797,2.182067077344285,Hyderabad,Telangana,South,PROD013,Computer Desk,Furniture,Office Furniture,WorkPro,Store,7,7791.11,0.05,5,2726.89,389.5557142857143,5220.04,54537.77,51810.88,7401.554285714285,36540.28,15270.6,2181.514285714286,0.2947373215818763,Thursday
ORD03880,2024-01-30,2024,Q1,1,January,2024-01,CUS0943,Januja Bhagat,Corporate,2022-11-24,432,1.182751540041068,Vadodara,Gujarat,West,PROD047,Football,Sports & Fitness,Sports Accessories,SportMax,Online,11,886.65,0.15,15,1462.97,132.9972727272727,505.39,9753.15,8290.18,753.6527272727272,5559.29,2730.89,248.2627272727273,0.3294126303650825,Tuesday
ORD03881,2023-01-03,2023,Q1,1,January,2023-01,CUS0988,Ekani Raj,Corporate,2021-12-19,380,1.040383299110198,Warangal,Telangana,South,PROD017,Filing Cabinet,Furniture,Storage,WorkPro,Store,2,6897.81,0.05,5,689.78,344.89,4828.47,13795.62,13105.84,6552.92,9656.94,3448.9,1724.45,0.2631574931480928,Tuesday
ORD03882,2023-07-15,2023,Q3,7,July,2023-07,CUS0586,Shravya Swaminathan,Consumer,2022-12-10,217,0.5941136208076659,Siliguri,West Bengal,East,PROD028,Staple Pack,Office Supplies,Desk Supplies,WriteWell,Online,3,122.84,0.1,10,36.85,12.28333333333333,61.42,368.52,331.67,110.5566666666667,184.26,147.41,49.13666666666666,0.4444477944945276,Saturday
ORD03883,2024-12-06,2024,Q4,12,December,2024-12,CUS0546,Varenya Joshi,Consumer,2023-11-01,401,1.097878165639973,Coimbatore,Tamil Nadu,South,PROD005,Webcam,Electronics,Computer Accessories,ViewPro,Online,2,2575.19,0.05,5,257.52,128.76,1596.62,5150.38,4892.86,2446.43,3193.24,1699.62,849.81,0.3473673883986053,Friday
ORD03884,2025-05-06,2025,Q2,5,May,2025-05,CUS0860,Pallavi Puri,Corporate,2023-12-20,503,1.377138945927447,Durgapur,West Bengal,East,PROD035,Lunch Box,Home & Lifestyle,Kitchen,LifePlus,Store,5,572.81,0.05,5,143.2,28.64,309.32,2864.05,2720.85,544.17,1546.6,1174.25,234.85,0.4315746917323631,Tuesday
ORD03885,2023-01-26,2023,Q1,1,January,2023-01,CUS0925,Vasudha Sarma,Corporate,2022-07-18,192,0.5256673511293635,Coimbatore,Tamil Nadu,South,PROD029,Scissors,Office Supplies,Desk Supplies,WriteWell,Online,2,181.58,0.05,5,18.16,9.08,98.05,363.16,345.0,172.5,196.1,148.9,74.45,0.4315942028985507,Thursday
ORD03886,2023-02-07,2023,Q1,2,February,2023-02,CUS0880,Chatura Dora,Corporate,2022-03-03,341,0.9336071184120466,Warangal,Telangana,South,PROD045,Exercise Bike,Sports & Fitness,Fitness Equipment,FitTech,Online,7,24440.73,0.15,15,25662.77,3666.11,17597.33,171085.11,145422.34,20774.62,123181.31,22241.03,3177.29,0.1529409442868269,Tuesday
ORD03887,2023-04-12,2023,Q2,4,April,2023-04,CUS0998,Chatura Gokhale,Corporate,2023-02-22,49,0.134154688569473,Warangal,Telangana,South,PROD007,Wireless Earbuds,Electronics,Audio,SoundMax,Online,5,3606.5,0.1,10,1803.25,360.65,2163.9,18032.5,16229.25,3245.85,10819.5,5409.75,1081.95,0.3333333333333333,Wednesday
ORD03888,2025-08-12,2025,Q3,8,August,2025-08,CUS0865,Aradhana Lal,Corporate,2023-07-18,756,2.069815195071869,Mangaluru,Karnataka,South,PROD001,Wireless Mouse,Electronics,Computer Accessories,NovaTech,Store,11,869.43,0.2,20,1912.75,173.8863636363636,504.27,9563.73,7650.98,695.5436363636363,5546.97,2104.01,191.2736363636364,0.2749987583289984,Tuesday
ORD03889,2025-03-28,2025,Q1,3,March,2025-03,CUS0886,Vrishti Chakrabarti,Corporate,2022-02-07,1145,3.134839151266256,Chennai,Tamil Nadu,South,PROD026,Desk Organizer,Office Supplies,Desk Supplies,OrganizeIt,Store,5,502.2,0.15,15,376.65,75.33,276.21,2511.0,2134.35,426.87,1381.05,753.3,150.66,0.3529411764705882,Friday
ORD03890,2023-02-11,2023,Q1,2,February,2023-02,CUS0866,Mason Varughese,Corporate,2023-01-17,25,0.06844626967830253,Warangal,Telangana,South,PROD023,Notebook,Office Supplies,Writing & Paper,PaperPlus,Store,6,180.62,0.05,5,54.19,9.031666666666666,93.92,1083.72,1029.53,171.5883333333333,563.52,466.01,77.66833333333334,0.4526434392392645,Saturday
ORD03891,2025-02-21,2025,Q1,2,February,2025-02,CUS0258,Aryan Narang,Consumer,2022-11-19,825,2.258726899383984,Noida,Uttar Pradesh,North,PROD028,Staple Pack,Office Supplies,Desk Supplies,WriteWell,Online,2,118.06,0.0,0,0.0,0.0,59.03,236.12,236.12,118.06,118.06,118.06,59.03,0.5,Friday
ORD03892,2025-12-31,2025,Q4,12,December,2025-12,CUS0481,Laksh Chopra,Consumer,2025-12-29,2,0.005475701574264203,Pune,Maharashtra,West,PROD041,Yoga Mat,Sports & Fitness,Fitness Equipment,ActiveLife,Online,2,933.03,0.1,10,186.61,93.305,513.17,1866.06,1679.45,839.725,1026.34,653.11,326.555,0.3888832653547292,Wednesday
ORD03893,2024-01-27,2024,Q1,1,January,2024-01,CUS0403,Jonathan Bhavsar,Consumer,2023-01-04,388,1.062286105407255,Mysuru,Karnataka,South,PROD029,Scissors,Office Supplies,Desk Supplies,WriteWell,Online,3,172.0,0.05,5,25.8,8.6,92.88,516.0,490.2,163.4,278.64,211.56,70.52,0.4315789473684211,Saturday
ORD03894,2025-11-04,2025,Q4,11,November,2025-11,CUS0815,Finn Solanki,Small Business,2021-12-25,1410,3.860369609856263,Hyderabad,Telangana,South,PROD004,Laptop Stand,Electronics,Computer Accessories,TechCore,Online,8,1428.1,0.1,10,1142.48,142.81,785.46,11424.8,10282.32,1285.29,6283.68,3998.64,499.83,0.388884998716243,Tuesday
ORD03895,2025-09-16,2025,Q3,9,September,2025-09,CUS0958,Chaitaly Sethi,Corporate,2022-02-19,1305,3.572895277207392,Vadodara,Gujarat,West,PROD050,Sports Backpack,Sports & Fitness,Sports Accessories,ActiveLife,Store,14,1500.84,0.2,20,4202.35,300.1678571428571,840.47,21011.76,16809.41,1200.672142857143,11766.58,5042.83,360.2021428571429,0.3000004164334144,Tuesday
ORD03896,2023-08-29,2023,Q3,8,August,2023-08,CUS0997,Garima Barad,Corporate,2021-09-29,699,1.913757700205339,Mysuru,Karnataka,South,PROD009,Portable Speaker,Electronics,Audio,AudioWave,Online,2,4580.77,0.1,10,916.15,458.075,2702.65,9161.54,8245.39,4122.695,5405.3,2840.09,1420.045,0.3444458054743317,Tuesday
ORD03897,2024-02-13,2024,Q1,2,February,2024-02,CUS0810,Chameli Khanna,Small Business,2021-10-26,840,2.299794661190965,Surat,Gujarat,West,PROD042,Dumbbell Set,Sports & Fitness,Fitness Equipment,ActiveLife,Store,2,2394.72,0.1,10,478.94,239.47,1484.73,4789.44,4310.5,2155.25,2969.46,1341.04,670.52,0.3111100800371187,Tuesday
ORD03898,2025-01-18,2025,Q1,1,January,2025-01,CUS0865,Aradhana Lal,Corporate,2023-07-18,550,1.505817932922656,Mangaluru,Karnataka,South,PROD043,Resistance Bands,Sports & Fitness,Fitness Equipment,ActiveLife,Store,4,767.7,0.2,20,614.16,153.54,406.88,3070.8,2456.64,614.16,1627.52,829.12,207.28,0.337501628240198,Saturday
ORD03899,2025-03-28,2025,Q1,3,March,2025-03,CUS0469,Lakshit Venkataraman,Consumer,2022-10-07,903,2.472279260780287,Ahmedabad,Gujarat,West,PROD011,Ergonomic Office Chair,Furniture,Office Furniture,WorkPro,Online,2,7247.26,0.1,10,1449.45,724.725,4710.72,14494.52,13045.07,6522.535,9421.44,3623.63,1811.815,0.2777777351903823,Friday
ORD03900,2024-11-03,2024,Q4,11,November,2024-11,CUS0410,Adweta Lad,Consumer,2024-10-18,16,0.04380561259411362,Delhi,Delhi,North,PROD025,Copy Paper Ream,Office Supplies,Writing & Paper,PaperPlus,Online,3,457.03,0.0,0,0.0,0.0,283.36,1371.09,1371.09,457.03,850.08,521.01,173.67,0.3799969367437586,Sunday
ORD03901,2024-12-25,2024,Q4,12,December,2024-12,CUS0502,David Dani,Consumer,2024-12-16,9,0.02464065708418891,Bengaluru,Karnataka,South,PROD017,Filing Cabinet,Furniture,Storage,WorkPro,Online,2,6761.25,0.1,10,1352.25,676.125,4732.88,13522.5,12170.25,6085.125,9465.76,2704.49,1352.245,0.2222214005464144,Wednesday
ORD03902,2024-02-08,2024,Q1,2,February,2024-02,CUS0534,Odika Mital,Consumer,2023-05-05,279,0.7638603696098563,Mysuru,Karnataka,South,PROD015,Folding Table,Furniture,Office Furniture,HomeSpace,Online,3,4489.22,0.05,5,673.38,224.46,2873.1,13467.66,12794.28,4264.76,8619.3,4174.98,1391.66,0.3263161350228383,Thursday
ORD03903,2025-12-26,2025,Q4,12,December,2025-12,CUS0609,Vritti Kibe,Small Business,2023-10-10,808,2.212183436002738,Ahmedabad,Gujarat,West,PROD010,Soundbar,Electronics,Audio,AudioWave,Online,5,9178.4,0.1,10,4589.2,917.8399999999999,5874.18,45892.0,41302.8,8260.560000000001,29370.9,11931.9,2386.38,0.2888884046602167,Friday
ORD03904,2025-06-18,2025,Q2,6,June,2025-06,CUS0097,Radha Pai,Consumer,2023-09-02,655,1.793292265571526,Coimbatore,Tamil Nadu,South,PROD043,Resistance Bands,Sports & Fitness,Fitness Equipment,ActiveLife,Store,3,821.81,0.1,10,246.54,82.17999999999999,435.56,2465.43,2218.89,739.63,1306.68,912.21,304.07,0.4111109608858484,Wednesday
ORD03905,2024-06-24,2024,Q2,6,June,2024-06,CUS0956,Ekanta Thaman,Corporate,2024-04-10,75,0.2053388090349076,Coimbatore,Tamil Nadu,South,PROD040,Humidifier,Home & Lifestyle,Home Essentials,AirPure,Store,3,4894.64,0.2,20,2936.78,978.9266666666667,3230.46,14683.92,11747.14,3915.713333333333,9691.38,2055.76,685.2533333333334,0.1750008938345844,Monday
ORD03906,2025-05-12,2025,Q2,5,May,2025-05,CUS0925,Vasudha Sarma,Corporate,2022-07-18,1029,2.817248459958932,Coimbatore,Tamil Nadu,South,PROD006,Bluetooth Speaker,Electronics,Audio,SoundMax,Store,11,2216.85,0.15,15,3657.8,332.5272727272728,1285.77,24385.35,20727.55,1884.322727272727,14143.47,6584.08,598.5527272727272,0.3176487332077356,Monday
ORD03907,2025-04-14,2025,Q2,4,April,2025-04,CUS0948,Logan Rout,Corporate,2021-11-29,1232,3.373032169746749,Kanpur,Uttar Pradesh,North,PROD026,Desk Organizer,Office Supplies,Desk Supplies,OrganizeIt,Store,9,481.61,0.2,20,866.9,96.32222222222222,264.89,4334.49,3467.59,385.2877777777778,2384.01,1083.58,120.3977777777778,0.3124879238895025,Monday
ORD03908,2023-01-06,2023,Q1,1,January,2023-01,CUS0306,Charles Dugal,Consumer,2022-05-05,246,0.6735112936344969,Mysuru,Karnataka,South,PROD009,Portable Speaker,Electronics,Audio,AudioWave,Store,2,4444.17,0.1,10,888.83,444.415,2622.06,8888.34,7999.51,3999.755,5244.12,2755.39,1377.695,0.3444448472468938,Friday
ORD03909,2025-04-09,2025,Q2,4,April,2025-04,CUS0609,Vritti Kibe,Small Business,2023-10-10,547,1.497604380561259,Ahmedabad,Gujarat,West,PROD025,Copy Paper Ream,Office Supplies,Writing & Paper,PaperPlus,Store,1,430.82,0.05,5,21.54,21.54,267.11,430.82,409.28,409.28,267.11,142.17,142.17,0.3473661063330727,Wednesday
ORD03910,2025-09-05,2025,Q3,9,September,2025-09,CUS0513,Sudiksha Deo,Consumer,2025-05-14,114,0.3121149897330596,Mumbai,Maharashtra,West,PROD040,Humidifier,Home & Lifestyle,Home Essentials,AirPure,Online,1,5027.76,0.05,5,251.39,251.39,3318.32,5027.76,4776.37,4776.37,3318.32,1458.05,1458.05,0.3052632019713716,Friday
ORD03911,2025-12-25,2025,Q4,12,December,2025-12,CUS0011,Kritika Brar,Consumer,2025-09-12,104,0.2847364818617386,Ahmedabad,Gujarat,West,PROD044,Fitness Tracker,Sports & Fitness,Fitness Equipment,FitTech,Online,2,3932.26,0.1,10,786.45,393.225,2398.68,7864.52,7078.07,3539.035,4797.36,2280.71,1140.355,0.3222220181490152,Thursday
ORD03912,2025-08-05,2025,Q3,8,August,2025-08,CUS0089,Nisha Kothari,Consumer,2023-04-09,849,2.324435318275154,Pune,Maharashtra,West,PROD001,Wireless Mouse,Electronics,Computer Accessories,NovaTech,Online,1,876.48,0.0,0,0.0,0.0,508.36,876.48,876.48,876.48,508.36,368.12,368.12,0.4199981745162468,Tuesday
